"ID","FORMULA","NAME","MW(g/mol)","TB(K)","Tc(K)","Pc(bar)","Vc(cm3/mol)","RHOC(g/cm3)","Zc","OMEGA","Dipole Moment","molecular volume","atom","Optimum_Chemical_Potential_Max","atom1","Optimum_Chemical_Potential_Min","atom2","Theta_Inverse_Max","atom3","Theta_Inverse_Min","atom4","Intensive_Atomic_softness_Max","atom5","Intensive_Atomic_Hypersoftness_Max","atom6","Intensive_Heat_Capacity_Max","atom7","Intensive_Entropy_Max","atom8","ODD_at_HOMO_Max","atom9","OAD_at_HOMO_Max","atom10","ODD_at_LUMO_Max","atom11","OAD_at_LUMO_Max","atom12","electrophilicity_intensive_MAX","atom13","thermophilicity_intensive_MAX"
"DJ909","C9H20","2,4-DIMETHYL-3-ETHYLPENTANE",128.258,409.87,591,25.3,512,0.2505,0.264,0.353,0.1056,1854.227858,"C2",-26.496,"H29",-71.027,"H26",11.08,"C2",5.4,"C2",0.17318,"C2",0.02824,"H22",40.778,"H28",81.494,"C5",0.484,"C2",-26.02,"C5",0.434,"C2",-26.07,"C2",18.038,"C2",0.817
"DJ839","C8H18O","DI-sec-BUTYLETHER",130.23,394.2,559,25.3,494,0.2636,0.269,0.432,1.187,1807.85387,"O1",-27.626,"H22",-93.045,"H23",14.53,"O1",6.23,"O1",0.13751,"O1",0.0183,"H22",40.863,"H16",106.948,"O1",0.78,"O1",-26.845,"O1",0.714,"O1",-26.911,"C2",15.238,"C2",0.368
"DJ840","C8H18O","Di-tert-BUTYL ETHER",130.23,380.4,550,25.3,487,0.2674,0.269,0.346,1.1107,1765.789335,"O1",-27.616,"H13",-92.772,"H15",14.5,"O1",6.23,"O1",0.13753,"O1",0.0183,"H13",40.718,"H13",106.655,"O1",0.78,"O1",-26.836,"O1",0.715,"O1",-26.902,"C2",15.197,"C2",0.363
"DJ820","CBH18","2,2-DIMETHYLHEXANE",114.231,379.99,549.8,25.3,478,0.239,0.265,0.338,0.0487,1711.941041,"C1",-25.669,"H24",-69.689,"H13",11.06,"C1",5.35,"C1",0.17336,"C1",0.02811,"H24",39.349,"H18",80.149,"C4",0.528,"C1",-25.153,"C4",0.471,"C1",-25.209,"C1",15.723,"C1",0.63
"DJ927","C9H20","2,3,4-TRIMETHYLHEXANE",128.257,412.2,594.5,25.23,494,0.2596,0.252,0.353,0.0809,1851.270419,"C3",-26.496,"H26",-71.052,"H21",11.08,"C3",5.4,"C3",0.17316,"C3",0.02823,"H28",40.778,"H26",81.533,"C5",0.485,"C2",-26.019,"C5",0.434,"C2",-26.07,"C3",18.028,"C3",0.816
"DJ1149","C12H23N","DICYCLOHEXYLAMINE",181.321,529,737,25.2,619,0.2929,0.255,0.513,0.9343,2299.285164,"N1",-28.646,"H24",-85.548,"H20",12.43,"N1",5.86,"N1",0.15914,"C3",0.02408,"H24",49.752,"H24",96.878,"N1",0.509,"N1",-28.138,"N1",0.467,"N1",-28.179,"C3",29.304,"C3",1.69
"DJ850","C8H18S","n-OCTYL MERCAPTAN",146.297,472.19,664,25.2,518,0.2824,0.236,0.473,2.0465,1998.469761,"S1",-20.087,"H23",-541.697,"H27",83.94,"S1",4.92,"S1",0.14881,"S1",0.02231,"H23",42.288,"H23",624.341,"C8",4.66,"S1",-19.266,"C8",4.61,"S1",-19.348,"C7",11.169,"C6",0.094
"DJ923","C9H20","3-ETHYL-4-METHYLHEXANE",128.257,413.56,593.7,25.13,490,0.2617,0.249,0.372,0.0646,1863.299539,"C2",-26.502,"H18",-71.078,"H18",11.08,"C1",5.41,"C2",0.17307,"C2",0.02821,"H25",40.774,"H26",81.558,"C6",0.485,"C2",-26.025,"C6",0.434,"C1",-26.076,"C2",17.996,"C2",0.815
"DJ1066","C10H22","2,2,3,3-TETRAMETHYLHEXANE",142.284,433.48,623,25.1,573.5,0.2481,0.242,0.364,0.0593,2004.311667,"C2",-27.223,"H30",-72.224,"H15",11.08,"C1",5.44,"C2",0.17328,"C2",0.02843,"H30",42.062,"H30",82.701,"C4",0.449,"C9",-26.78,"C4",0.402,"C9",-26.826,"C2",20.515,"C2",1.017
"DJ1003","C10H20","1-CYCLOPENTYLPENTANE",140.268,453.76,647.49,25.05,536.5,0.2615,0.25,0.398,0.1059,1979.083706,"C1",-27.404,"H29",-73.791,"H12",11.38,"C1",5.52,"C1",0.17076,"C1",0.02761,"H29",41.618,"H29",84.57,"C10",0.467,"C1",-26.943,"C10",0.418,"C1",-26.991,"C1",20.507,"C1",1.045
"DJ852","C8H18S","BUTYL-SULFIDE",146.29,455.15,650,25,537.5,0.2722,0.26,0.394,1.7864,1992.060097,"S1",-20.099,"H12",-541.466,"H19",83.54,"S1",4.93,"S1",0.14867,"S1",0.02227,"H10",42.078,"H10",624.286,"C3",4.666,"S1",-19.278,"C3",4.618,"S1",-19.356,"C8",11.209,"C4",0.096
"DJ1203","C14H16","2-BUTYLNAPHTHALENE",184.28,562.16,780.96,24.98,633.5,0.2909,0.244,0.533,0.5625,2268.114308,"C4",-30.622,"H23",-85.918,"H24",12.91,"C1",5.98,"C4",0.16032,"C4",0.02469,"H29",44.088,"H23",98.188,"C6",0.437,"C4",-30.194,"C6",0.405,"C4",-30.226,"C4",30.689,"C4",2.076
"DJ924","C9H20","2,2,3-TRIMETHYLHEXANE",128.257,406.75,588,24.9,498.9,0.2571,0.254,0.332,0.0904,1864.758558,"C1",-26.49,"H27",-71.059,"H14",11.08,"C1",5.4,"C1",0.17338,"C1",0.0283,"H24",40.774,"H14",81.531,"C4",0.485,"C1",-26.016,"C5",0.434,"C1",-26.067,"C1",18.151,"C1",0.828
"DJ823","C8H18","2,5-OIMETHYLHEXANE",114.231,382.26,560,24.9,482,0.237,0.262,0.358,0.1811,1710.342724,"C4",-25.675,"H22",-69.736,"H22",11.07,"C3",5.36,"C3",0.1732,"C3",0.02806,"H23",39.341,"H22",80.208,"C5",0.528,"C4",-25.158,"C5",0.471,"C4",-25.214,"C3",15.658,"C3",0.626
"DJ832","C8H18","n-OCTANE",114.231,398.83,568.63,24.86,492.1,0.2322,0.259,0.396,0,1750.107419,"C1",-25.687,"H23",-69.833,"H21",11.08,"C1",5.37,"C5",0.17293,"C5",0.02798,"H23",39.355,"H23",80.306,"C7",0.526,"C1",-25.165,"C7",0.469,"C1",-25.222,"C5",15.542,"C5",0.62
"DJ829","C8H18","2-METHYLHEPTANE",114.231,390.8,559.64,24.85,488,0.2341,0.261,0.377,0.0861,1726.921593,"C2",-25.679,"H26",-69.776,"H18",11.07,"C2",5.36,"C2",0.1732,"C2",0.02806,"H26",39.351,"H19",80.243,"C6",0.527,"C2",-25.162,"C6",0.471,"C2",-25.218,"C2",15.672,"C2",0.628
"DJ1072","C10H22","2,3,3,4-TETRAMETHYLHEXANE",142.284,437.75,633.1,24.82,514,0.2768,0.242,0.334,0.1415,81.8170935,"C3",-27.22,"H32",-72.222,"H13",11.09,"C1",5.44,"C1",0.17323,"C1",0.02841,"H14",42.076,"H32",82.698,"C4",0.449,"C2",-26.779,"C4",0.402,"C3",-26.825,"C1",20.476,"C1",1.013
"DJ942","C9H20O","2-NONANOL",144.257,471.65,623,24.8,538,0.2681,0.258,0.89,1.7058,2020.609765,"O1",-28.212,"H30",-98.83,"H26",14.29,"O1",6.21,"O1",0.13951,"O1",0.01879,"H30",52.651,"H30",111.509,"O1",0.716,"O1",-27.496,"O1",0.651,"O1",-27.561,"H30",25.564,"C7",0.502
"DJ901","C9H18O","DISSBUTYL KETONE",142.241,441.41,615,24.8,522,0.2725,0.253,0.512,2.947,1913.13102,"O1",-28.231,"H16",-94.62,"H19",14.63,"O1",6.27,"O1",0.13828,"O1",0.01842,"H16",41.806,"H16",108.587,"O1",0.741,"O1",-27.49,"O1",0.68,"O1",-27.551,"C6",20.719,"C6",0.736
"DJ844","C8H18O2","DI-I-BUTYLPEROXIDE",146.23,384.15,547,24.8,508,0.2879,0.277,0.403,0,1896.631061,"O1",-33.712,"H13",-109.171,"H12",16.85,"O1",7.42,"O1",0.11918,"O1",0.01343,"H13",41.888,"H13",125.375,"O1",0.837,"O1",-32.875,"O1",0.78,"O1",-32.932,"C4",17.606,"C3",0.567
"DJ1062","C10H22","4-ETHYL-2,4-DIMETHYLHEXANE",142.284,434.26,620.9,24.71,524,0.2715,0.241,0.383,0.1531,2025.675914,"C5",-27.216,"H29",-72.287,"H20",11.09,"C1",5.44,"C5",0.17332,"C1",0.02844,"H24",42.086,"H29",82.781,"C6",0.449,"C5",-26.776,"C6",0.402,"C5",-26.822,"C1",20.528,"C1",1.019
"DJ583","C6H12O3","2-ETHOXYETHYL ACETATE",132.159,429.45,597,24.62,409,0.3231,0.203,0.534,3.2623,1555.181446,"O2",-38.044,"H19",-130.767,"H16",20.73,"O1",8.96,"O1",0.1007,"C8",0.00964,"H12",39.796,"H19",150.854,"O3",1.285,"O3",-36.763,"O3",1.205,"O3",-36.843,"C8",26.775,"C8",1.411
"DJ917","C9H20","3,4-DIMETHYLHEPTANE",128.257,413.76,591.9,24.62,503,0.255,0.252,0.379,0.1608,1877.759591,"C1",-26.498,"H26",-71.104,"H12",11.08,"C1",5.4,"C1",0.17314,"C1",0.02823,"H26",40.779,"H26",81.58,"C5",0.485,"C1",-26.021,"C6",0.434,"C1",-26.073,"C1",18.025,"C1",0.819
"DJ838","C8H18O","DI-I-BUTYLETHER",130.23,413.44,561,24.6,487,0.2674,0.248,0.467,1.1759,1846.455088,"O1",-27.614,"H24",-93.049,"H22",14.56,"O1",6.22,"O1",0.13765,"O1",0.01834,"H10",40.608,"H22",107.007,"O1",0.779,"O1",-26.835,"O1",0.712,"O1",-26.902,"C4",15.316,"C4",0.378
"DJ920","C9H20","3-ETHYL-2-METHYLHEXANE",128.257,411.16,588.1,24.52,497,0.2581,0.249,0.378,0.0802,73.81863329,"C2",-26.5,"H21",-71.107,"H19",11.09,"C2",5.4,"C2",0.17316,"C2",0.02823,"H26",40.78,"H21",81.596,"C6",0.485,"C2",-26.023,"C6",0.433,"C2",-26.074,"C2",18.041,"C2",0.819
"DJ629","C6H15NO3","TRIETHANOLAMINE",149.19,613,787,24.5,472,0.3161,0.177,1.101,1.6878,1733.798464,"O1",-39.2,"H24",-137.67,"H15",20.18,"O1",8.93,"O3",0.10223,"O1",0.00983,"H24",51.804,"H24",155.844,"N4",1.162,"O1",-38.074,"N4",1.103,"O1",-38.137,"H24",30.563,"C10",0.944
"DJ904","C9H18O2","n-NONANOIC ACID",158.241,528.75,703,24.5,547,0.2893,0.229,0.831,1.6528,2030.625963,"O2",-33.987,"H29",-117.872,"H26",16.83,"O1",7.5,"O1",0.11923,"O1",0.01347,"H29",54.66,"H29",132.85,"O2",0.869,"O2",-33.118,"O2",0.801,"O2",-33.186,"H29",33.975,"C11",1.381
"DJ1140","C12H18","P-DISOPROPYLBENZENE",162.275,483.65,689,24.5,598,0.2714,0.256,0.39,0.0001,2136.937626,"C1",-29.108,"H16",-80.189,"H19",12.2,"C1",5.76,"C1",0.16525,"C1",0.02607,"H16",42.939,"H16",91.757,"C5",0.452,"C1",-28.669,"C5",0.414,"C1",-28.706,"C1",25.786,"C1",1.575
"DJ1139","C12H18","m-DISOPROPYLBENZENE",162.275,476.33,684,24.5,600,0.2705,0.258,0.359,0.2651,2135.106629,"C1",-29.115,"H30",-80.26,"H19",12.21,"C1",5.76,"C1",0.1651,"C1",0.02602,"H30",43.004,"H30",91.827,"C5",0.455,"C1",-28.674,"C5",0.416,"C1",-28.712,"C1",25.751,"C1",1.571
"DJ919","C9H20","4,4-DIMETHYLHEPTANE",128.257,408.36,585.4,24.32,501,0.256,0.25,0.364,0.1054,73.94482169,"C1",-26.493,"H15",-71.112,"H15",11.09,"C1",5.4,"C1",0.17338,"C1",0.0283,"H24",40.768,"H15",81.601,"C5",0.502,"C1",-26.019,"C5",0.449,"C1",-26.069,"C1",18.162,"C1",0.831
"DJ929","C9H20","2,4,4-TRIMETHYLHEXANE",128.257,403.81,581.5,24.32,500,0.2565,0.251,0.344,0.1192,1856.895302,"C3",-26.492,"H23",-71.057,"H18",11.08,"C1",5.4,"C1",0.17332,"C1",0.02829,"H29",40.783,"H23",81.535,"C5",0.485,"C3",-26.017,"C5",0.434,"C3",-26.067,"C1",18.119,"C1",0.825
"DJ998","C10H18","1-DECYNE",138.252,447.16,632.49,24.27,557.6,0.248,0.257,0.426,0.983,2021.145925,"C7",-27.543,"H28",-76.996,"H26",11.74,"C7",5.58,"C7",0.16888,"C7",0.027,"H28",43.248,"H28",88.01,"C9",0.511,"C7",-27.069,"C9",0.461,"C7",-27.116,"C7",20.858,"C7",1.12
"DJ1059","C10H22","3-ETHYL-2,3-DIMETHYLHEXANE",142.284,436.86,626.8,24.22,516,0.2757,0.24,0.359,0.1769,2016.124343,"C2",-27.22,"H28",-72.244,"H26",11.09,"C1",5.44,"C1",0.17324,"C1",0.02841,"H28",42.085,"H30",82.724,"C5",0.449,"C2",-26.779,"C5",0.402,"C2",-26.825,"C1",20.485,"C1",1.015
"DJ1074","C10H22","2,3,4,4-TETRAMETHYLHEXANE",142.284,434.76,626.6,24.22,518,0.2747,0.241,0.339,0.1692,81.81743037,"C1",-27.217,"H31",-72.22,"H26",11.09,"C1",5.44,"C1",0.17332,"C1",0.02844,"H31",42.093,"H31",82.692,"C5",0.449,"C3",-26.777,"C5",0.402,"C3",-26.823,"C1",20.522,"C1",1.017
"DJ1064","C10H22","4-ETHYL-3,3-DIMETHYLHEXANE",142.284,436.06,625.7,24.22,513,0.2774,0.239,0.358,0.077,81.81421637,"C1",-27.223,"H24",-72.236,"H21",11.09,"C1",5.44,"C1",0.17327,"C1",0.02842,"H24",42.081,"H31",82.715,"C6",0.449,"C1",-26.783,"C6",0.402,"C1",-26.829,"C1",20.514,"C1",1.017
"DJ1065","C10H22","3-ETHYL-3,4-DIMETHYLHEXANE",142.284,435.26,624.5,24.22,511,0.2784,0.238,0.359,0.1048,2008.025434,"C1",-27.226,"H25",-72.242,"H31",11.09,"C1",5.44,"C1",0.17321,"C1",0.02841,"H25",42.082,"H32",82.72,"C5",0.449,"C2",-26.783,"C5",0.403,"C2",-26.83,"C1",20.48,"C1",1.014
"DJ819","C8H1604","DIETHYLENE GLYCOL ETHYL ETHER ACETATE",176.213,490.55,660,24.2,565,0.3119,0.249,0.715,2.3496,2042.118292,"O3",-41.88,"H26",-136.565,"H23",20.7,"O1",9.23,"O1",0.10034,"C11",0.00971,"H20",43.642,"H26",156.614,"O4",1.051,"O3",-40.84,"O4",0.987,"O3",-40.903,"C11",37.387,"C11",2.294
"DJ1055","C10H22","3,3-DIETHYLHEXANE",142.284,439.46,627.8,24.12,510,0.279,0.236,0.377,0.0937,2026.016278,"C1",-27.223,"H26",-72.272,"H30",11.09,"C1",5.44,"C1",0.17323,"C1",0.02841,"H26",42.089,"H26",82.752,"C7",0.449,"C1",-26.782,"C7",0.401,"C1",-26.828,"C1",20.486,"C1",1.015
"DJ1083","C10H22","1,2,3,4,4-PENTAMETHYLPENTANE",142.284,432.45,627.3,24.01,521,0.2731,0.24,0.308,1.7469,2221.125128,"O1",-28.684,"H33",-98.496,"H12",14.06,"O1",6.17,"O1",0.14152,"O1",0.01931,"H33",54.105,"H33",110.94,"O1",0.657,"O1",-28.027,"O1",0.597,"O1",-28.087,"H33",28.665,"C10",0.643
"DJ914","C9H20","2,3-DIMETHYLHEPTANE",128.257,413.66,589.6,24.01,515,0.249,0.252,0.385,0.1498,1888.04185,"C1",-26.497,"H28",-71.135,"H18",11.09,"C1",5.4,"C2",0.17322,"C2",0.02825,"H28",40.779,"H21",81.616,"C5",0.485,"C1",-26.02,"C5",0.433,"C1",-26.072,"C2",18.074,"C2",0.824
"DJ918","C9H20","3,5-DIMETHYLHEPTANE",128.257,409.16,583.2,24.01,510,0.2515,0.253,0.385,0.125,1883.732326,"C2",-26.496,"H21",-71.134,"H19",11.09,"C2",5.4,"C2",0.17321,"C2",0.02825,"H28",40.784,"H21",81.626,"C6",0.485,"C2",-26.019,"C6",0.433,"C2",-26.071,"C2",18.063,"C2",0.822
"DJ921","C9H20","4-ETHYL-2-METHYLHEXANE",128.257,406.96,580,24.01,504,0.2545,0.251,0.386,0.151,1860.569583,"C3",-26.501,"H29",-71.085,"H18",11.08,"C3",5.4,"C3",0.17323,"C3",0.02826,"H29",40.777,"H24",81.564,"C6",0.484,"C3",-26.026,"C6",0.433,"C3",-26.076,"C3",18.093,"C3",0.823
"DJ928","C9H20","2,3,5-TRIMETHYLHEXANE",128.257,404.5,579.2,24.01,509,0.252,0.254,0.364,0.1647,1868.75984,"C4",-26.49,"H25",-71.077,"H17",11.08,"C1",5.4,"C4",0.17328,"C4",0.02827,"H19",40.762,"H25",81.56,"C5",0.485,"C4",-26.014,"C6",0.434,"C4",-26.065,"C4",18.08,"C4",0.822
"DJ1277","C18H12","CHRYSENE",228.293,714.15,979,23.9,690,0.3309,0.213,0.604,0,2439.869812,"C5",-33.184,"H30",-95.402,"H21",14.03,"C1",6.34,"C5",0.15265,"C5",0.02257,"H29",45.859,"H25",108.819,"C11",0.414,"C5",-32.773,"C7",0.387,"C5",-32.8,"C6",40.174,"C5",3.019
"DJ912","C9H20","3-ETHYLHEPTANE",128.258,416.35,590,23.9,528,0.2429,0.257,0.408,0.0805,1892.710157,"C1",-26.501,"H26",-71.156,"H17",11.09,"C1",5.4,"C1",0.17313,"C1",0.02823,"H26",40.788,"H23",81.648,"C8",0.485,"C1",-26.024,"C8",0.433,"C1",-26.075,"C1",18.036,"C1",0.821
"DJ1141","C12H18","n-HEXYLBENZENE",162.275,499.26,698,23.8,618,0.2626,0.253,0.478,0.4554,2173.367555,"C5",-29.11,"H30",-80.331,"H24",12.21,"C2",5.76,"C5",0.16517,"C5",0.02605,"H28",43.103,"H30",91.894,"C8",0.451,"C2",-28.669,"C8",0.411,"C2",-28.708,"C5",25.66,"C5",1.57
"DJ925","C9H20","2,2,4-TRIMETHYLHEXANE",128.257,399.69,573.5,23.8,506.6,0.2532,0.253,0.321,0.1456,1866.888537,"C1",-26.489,"H24",-71.07,"H10",11.08,"C1",5.4,"C1",0.17342,"C1",0.02832,"H28",40.786,"H24",81.548,"C5",0.485,"C1",-26.016,"C5",0.433,"C1",-26.066,"C1",18.175,"C1",0.83
"DJ1050","C10H22","3,3,4-TRIMETHYLHEPTANE",142.284,435.06,622.1,23.71,526,0.2705,0.241,0.365,0.0822,2030.219956,"C1",-27.219,"H29",-72.286,"H14",11.09,"C1",5.43,"C1",0.17334,"C1",0.02845,"H29",42.09,"H16",82.771,"C5",0.449,"C1",-26.78,"C5",0.402,"C1",-26.826,"C1",20.551,"C1",1.022
"DJ1052","C10H22","3,4,4-TRIMETHYLHEPTANE",142.284,434.26,620.9,23.71,524,0.2715,0.241,0.365,0.109,2029.709089,"C1",-27.219,"H17",-72.278,"H16",11.09,"C1",5.44,"C1",0.17333,"C1",0.02844,"H22",42.081,"H17",82.768,"C5",0.449,"C1",-26.779,"C5",0.402,"C1",-26.826,"C1",20.547,"C1",1.022
"DJ1067","C10H22","2,2,3,4-TETRAMETHYLHEXANE",142.284,431.96,620.4,23.71,525,0.271,0.241,0.345,0.1691,2004.73317,"C2",-27.215,"H30",-72.231,"H20",11.09,"C2",5.43,"C2",0.1734,"C2",0.02846,"H32",42.085,"H30",82.716,"C5",0.449,"C2",-26.777,"C5",0.402,"C2",-26.823,"C2",20.575,"C2",1.022
"DJ1080","C10H22","3-ETHYL-2,2,4-TRIMETHYLPENTANE",142.284,428.46,615.3,23.71,518,0.2747,0.24,0.346,0.0836,81.82109059,"C2",-27.224,"H28",-72.158,"H17",11.07,"C1",5.44,"C2",0.17324,"C2",0.02841,"H30",42.073,"H28",82.624,"C5",0.449,"C3",-26.782,"C5",0.402,"C3",-26.829,"C2",20.483,"C2",1.011
"DJ1084","C10H22O","1-DECANOL",168.284,503.35,690,23.7,599.6,0.264,0.248,0.613,1.9604,2205.097058,"O1",-28.66,"H33",-98.452,"H15",14.06,"O1",6.16,"O1",0.14166,"O1",0.01935,"H33",53.976,"H33",110.913,"O1",0.655,"O1",-28.005,"O1",0.596,"O1",-28.064,"H33",28.135,"C11",0.649
"DJ846","CBH18O3","DIETHYLENE GLYCOL DIETHYL ETHER",162.229,462.15,624,23.7,558,0.2907,0.255,0.681,1.2288,2042.664184,"O2",-38.115,"H26",-122.371,"H24",18.7,"O1",8.43,"O2",0.10804,"O1",0.01101,"H26",42.646,"H26",140.45,"O1",0.968,"O1",-37.148,"O1",0.904,"O1",-37.211,"C6",21.89,"C6",0.933
"DJ937","C9H20","2,2,4,4-TETRAMETHYLPENTANE",128.258,395.44,571.35,23.61,504,0.2545,0.25,0.316,0.0056,1849.130373,"C1",-26.485,"H16",-70.983,"H12",11.07,"C1",5.4,"C2",0.17341,"C1",0.02831,"H14",40.788,"H16",81.45,"C4",0.485,"C1",-26.012,"C4",0.434,"C1",-26.062,"C2",18.141,"C1",0.825
"DJ948","C9H21N","n-NONYLAMINE",143.272,475.35,648,23.6,577,0.2483,0.253,0.615,1.4736,2077.937821,"N1",-26.937,"H31",-81.869,"H13",12.2,"N1",5.75,"N1",0.15895,"C9",0.02383,"H31",47.329,"H31",92.964,"N1",0.593,"N1",-26.344,"N1",0.541,"N1",-26.396,"C9",21.387,"C9",1.02
"DJ916","C9H20","2,5-DIMETHYLHEPTANE",128.257,409.16,581.1,23.51,522,0.2457,0.254,0.393,0.1214,1893.863676,"C4",-26.496,"H19",-71.177,"H19",11.1,"C1",5.4,"C4",0.17332,"C4",0.02829,"H28",40.788,"H19",81.679,"C6",0.485,"C1",-26.021,"C6",0.433,"C1",-26.072,"C4",18.147,"C4",0.831
"DJ1001","C10H1804","SEBACIC ACID",202.251,642.09,815,23.5,658,0.3074,0.228,1.205,0,2311.540669,"O1",-41.967,"H32",-142.086,"H15",19.85,"O1",8.95,"O1",0.10396,"C13",0.01046,"H31",57.316,"H32",159.887,"O3",0.909,"O3",-41.062,"O3",0.849,"O3",-41.122,"H31",46.082,"C14",2.639
"DJ910","C9H20","2,2-DIMETHYLHEPTANE",128.258,405.84,576.8,23.5,519,0.2471,0.254,0.39,0.0767,1905.55512,"C1",-26.487,"H20",-71.143,"H16",11.09,"C1",5.39,"C1",0.1735,"C1",0.02834,"H28",40.777,"H21",81.633,"C5",0.485,"C1",-26.014,"C5",0.433,"C1",-26.065,"C1",18.227,"C1",0.838
"DJ944","C9H20S","BUTYL-PENTYL-SULFIDE",160.317,491.16,681.56,23.45,593.5,0.2701,0.246,0.508,1.7072,2185.805628,"S1",-20.848,"H21",-521.88,"H25",79.27,"S1",4.98,"S1",0.14953,"S1",0.02264,"H21",43.419,"H21",600.43,"C4",4.153,"S1",-20.085,"C4",4.109,"S1",-20.157,"C5",11.239,"C5",0.085
"DJ945","C9H20S","ETHYL-HEPTYL-SULFIDE",160.317,491.16,681.56,23.45,593.5,0.2701,0.246,0.508,1.7132,2186.79696,"S1",-20.85,"H29",-522.196,"H23",79.25,"S1",4.98,"S1",0.14951,"S1",0.02264,"H26",43.447,"H29",600.82,"C7",4.154,"S1",-20.085,"C7",4.11,"S1",-20.158,"C6",11.226,"C6",0.084
"DJ946","C9H20S","HEXYL-PROPYL-SULFIDE",160.317,491.16,681.56,23.45,593.5,0.2701,0.246,0.508,1.7074,2186.036243,"S4",-20.849,"H18",-521.822,"H29",79.26,"S4",4.98,"S4",0.14952,"S4",0.02264,"H18",43.418,"H11",600.368,"C3",4.154,"S4",-20.085,"C3",4.109,"S4",-20.157,"C2",11.252,"C2",0.085
"DJ947","C9H20S","METHYL-OCTYL-SULFIDE",160.317,491.16,681.56,23.45,593.5,0.2701,0.246,0.508,1.8109,2186.357909,"S1",-20.848,"H29",-523.73,"H25",79.22,"S1",4.98,"S1",0.14955,"S1",0.02265,"H29",43.801,"H29",602.213,"C10",4.18,"S1",-20.085,"C10",4.135,"S1",-20.157,"C7",11.213,"C7",0.083
"DJ1060","C10H22","4-ETHYL-2,3-DIMETHYLHEXANE",142.284,434.06,617.3,23.41,524,0.2715,0.239,0.384,0.0784,2030.486724,"C3",-27.221,"H25",-72.307,"H23",11.1,"C1",5.44,"C3",0.17325,"C3",0.02842,"H27",42.076,"H25",82.807,"C6",0.449,"C3",-26.78,"C6",0.402,"C3",-26.826,"C3",20.496,"C3",1.017
"DJ1061","C10H22","3-ETHYL-2,4-DIMETHYLHEXANE",142.284,433.26,616.1,23.41,522,0.2726,0.239,0.385,0.078,2022.513796,"C3",-27.221,"H19",-72.268,"H19",11.09,"C2",5.44,"C3",0.17323,"C3",0.02841,"H30",42.072,"H19",82.757,"C6",0.448,"C3",-26.781,"C6",0.402,"C3",-26.827,"C3",20.482,"C3",1.015
"DJ1077","C10H22","2,4-DIMETHYL-3-ISOPROPYLPENTANE",142.284,430.2,614.4,23.41,521,0.2731,0.239,0.365,0.1955,2006.539135,"C3",-27.222,"H16",-72.244,"H16",11.09,"C2",5.44,"C3",0.1732,"C3",0.0284,"H17",42.086,"H16",82.736,"C5",0.448,"C3",-26.782,"C5",0.402,"C3",-26.827,"C3",20.46,"C3",1.012
"DJ1075","C10H22","2,3,4,5-TETRAMETHYLHEXANE",142.284,429.36,613.2,23.41,530,0.2685,0.243,0.365,0.1576,2020.583932,"C3",-27.215,"H26",-72.263,"H15",11.09,"C1",5.44,"C3",0.17328,"C3",0.02843,"H16",42.081,"H26",82.754,"C5",0.449,"C3",-26.775,"C5",0.402,"C3",-26.821,"C4",20.496,"C3",1.017
"DJ932","C9H20","3-METHYLOCTANE",128.258,417.38,590.15,23.41,529,0.2425,0.252,0.413,0.0914,1906.008624,"C1",-26.499,"H24",-71.183,"H11",11.09,"C1",5.4,"C1",0.17323,"C1",0.02826,"H24",40.788,"H26",81.673,"C6",0.485,"C1",-26.023,"C6",0.433,"C1",-26.074,"C1",18.096,"C1",0.827
"DJ933","C9H20","4-METHYLOCTANE",128.258,415.59,587.65,23.41,523,0.2452,0.251,0.413,0.13,1910.440478,"C1",-26.5,"H29",-71.197,"H17",11.1,"C1",5.4,"C1",0.17322,"C1",0.02826,"H26",40.777,"H19",81.689,"C5",0.485,"C1",-26.024,"C5",0.433,"C1",-26.076,"C1",18.098,"C1",0.828
"DJ915","C9H20","2,4-DIMETHYLHEPTANE",128.257,406.05,576.8,23.41,517,0.2481,0.252,0.39,0.0582,1885.123674,"C3",-26.492,"H21",-71.121,"H21",11.09,"C1",5.4,"C3",0.17329,"C3",0.02827,"H28",40.769,"H21",81.612,"C5",0.485,"C3",-26.016,"C5",0.433,"C3",-26.067,"C3",18.1,"C3",0.825
"DJ1142","C12H18","1,2,3-TRIETHYLBENZENE",162.274,490.66,684.37,23.36,599.5,0.2707,0.246,0.479,0.6235,89.80092599,"C5",-29.126,"H21",-80.147,"H23",12.19,"C4",5.77,"C5",0.16485,"C5",0.02594,"H21",43.014,"H21",91.697,"C7",0.452,"C5",-28.682,"C7",0.414,"C5",-28.72,"C5",25.466,"C5",1.54
"DJ1143","C12H18","1,2,4-TRIETHYLBENZENI",162.274,490.66,684.37,23.36,599.5,0.2707,0.246,0.479,0.3076,2134.418885,"C8",-29.128,"H21",-80.205,"H23",12.2,"C4",5.77,"C8",0.1649,"C8",0.02596,"H21",42.933,"H21",91.777,"C5",0.452,"C8",-28.686,"C5",0.414,"C8",-28.723,"C8",25.539,"C8",1.551
"DJ1144","C12H18","1,3,5-TRIETHYLBENZENE",162.274,489.16,682.28,23.36,599.6,0.2707,0.247,0.479,0.1815,4307.716733,"C7",-29.14,"H13",-80.277,"H22",12.22,"C7",5.78,"C9",0.16475,"C7",0.02591,"H13",42.817,"H13",91.88,"C4",0.454,"C7",-28.696,"C4",0.416,"C7",-28.734,"C9",25.534,"C7",1.552
