"ID","FORMULA","NAME","MW(g/mol)","TB(K)","Tc(K)","Pc(bar)","Vc(cm3/mol)","RHOC(g/cm3)","Zc","OMEGA","Dipole Moment","molecular volume","atom","Optimum_Chemical_Potential_Max","atom1","Optimum_Chemical_Potential_Min","atom2","Theta_Inverse_Max","atom3","Theta_Inverse_Min","atom4","Intensive_Atomic_softness_Max","atom5","Intensive_Atomic_Hypersoftness_Max","atom6","Intensive_Heat_Capacity_Max","atom7","Intensive_Entropy_Max","atom8","ODD_at_HOMO_Max","atom9","OAD_at_HOMO_Max","atom10","ODD_at_LUMO_Max","atom11","OAD_at_LUMO_Max","atom12","electrophilicity_intensive_MAX","atom13","thermophilicity_intensive_MAX"
"DJ119","C2H5N","ETHYLENEIMINE",43.068,329,537,68.5,173,0.2489,0.265,0.089,1.9929,619.8415454,"N7",-18.926,"H8",-81.976,"H4",14.94,"N7",5.69,"N7",0.13544,"N7",0.01731,"H8",31.545,"H8",95.751,"N7",1.639,"N7",-17.287,"N7",1.496,"N7",-17.43,"H8",5.395,"N7",1.059
"DJ20","CH2BrCI","BROMOCHLOROMETHANE",129.384,341.2,557,68.1,188,0.6882,0.276,0.22,1.7746,830.2612322,"Br4",-59.853,"H2",-7243.264,"H2",1310.81,"Br4",31.01,"Br4",0.02132,"Br4",0.00046,"H2",30.422,"H2",8556.043,"Cl5",215.968,"Br4",-40.207,"Cl5",215.729,"Br4",-40.501,"Cl5",21.572,"Br4",5.489
"DJ154","C3H4O3","ETHYLENE CARBONATE",88.063,511.15,790,67.7,193,0.4563,0.199,0.416,5.802,824.8010793,"O2",-37.856,"H7",-152.885,"H6",26.51,"O3",10.35,"C1",0.08851,"C1",0.00743,"H7",33.071,"H7",178.783,"O2",2.317,"O2",-35.539,"O2",2.184,"O2",-35.671,"C1",25.451,"C1",1.478
"DJ237","C4H4O3","SUCCINIC ANHYORIDE",100.074,536.68,811,67.3,223,0.4488,0.223,0.53,4.8559,944.0867329,"O1",-38.206,"H8",-150.959,"H8",25.54,"O1",10.05,"O1",0.08849,"C6",0.0073,"H8",34.698,"H8",175.905,"O2",2.02,"O2",-36.189,"O2",1.904,"O2",-36.305,"C7",22.478,"C7",1.221
"DJ29","CH3CI","METHYL CHLORIDE",50.488,248.93,416.25,66.79,139,0.3632,0.268,0.153,2.1807,580.0627231,"Cl5",-8.022,"H2",-1313.438,"H2",261.21,"Cl5",3.29,"Cl5",0.13313,"Cl5",0.025,"H2",25.114,"H2",1574.878,"C1",35.423,"Cl5",-6.21,"C1",35.249,"Cl5",-6.481,"C1",11.268,"Cl5",1.494
"DJ1329","AsBr3","ARSENIC TRIBROMIDE",314.634,493.15,789.01,66.4,270.7,1.1623,0.274,0.298,1.285,1268.775588,"Br1",-928.614,"As4",-1026.195,"As4",422.79,"Br1",400.25,"Br1",0.0022,"Br1",0,"As4",5.012,"As4",1405.279,"Br1",203.927,"Br1",-724.687,"Br1",203.712,"Br1",-724.902,"As4",57.175,"Br1",0.331
"DJ120","C2H5NO","ACETAMIDE",59.068,494.3,761,66,215,0.2747,0.224,0.189,4.1063,731.6906993,"O2",-25.674,"H5",-121.365,"H8",21.02,"O2",7.59,"O2",0.10554,"O2",0.01063,"H5",35.465,"H5",140.902,"N3",2.273,"O2",-23.606,"N3",2.139,"O2",-23.746,"C1",9.873,"O2",0.716
"DJ26","CH2O","FORMALDEHYDE",30.026,254.05,408,65.86,105,0.286,0.204,0.282,2.5886,397.9198779,"O4",-14.915,"H2",-120.366,"H2",25.46,"O4",5.91,"O4",0.11426,"O4",0.01477,"H2",22.067,"H2",145.331,"C1",2.974,"O4",-12.02,"C1",2.815,"O4",-12.25,"C1",2.495,"C1",5.661
"DJ1525","PH3","PHOSPHINE",33.998,185.41,324.75,65.36,113.3,0.3,0.274,0.036,0.976,517.4022813,"P1",-0.809,"H2",-1060.401,"H2",253.33,"P1",0.01,"H2",0.00389,"H2",1E-05,"H2",17.259,"H2",1315.155,"H2",35.672,"P1",0,"H2",35.589,"P1",0,"H2",0.783,"H2",0.134
"DJ150","C3H4O","PROPARGYL ALCOHOL",56.064,386.75,580,65.3,176,0.3185,0.238,0.555,2.1206,745.2219274,"O7",-22.748,"H8",-118.549,"H2",20.18,"O7",6.79,"O7",0.11442,"O7",0.013,"H8",38.02,"H8",136.816,"C4",2.001,"O7",-20.839,"C4",1.882,"O7",-20.986,"H8",12.177,"O7",0.544
"DJ1559","SOBr2","THIONYL BROMIDE",207.873,412.65,661.75,64.89,232.3,0.8948,0.274,0.283,0.5571,1056.648377,"Br1",-526.572,"O4",-3679.012,"O4",1065.83,"Br1",257.42,"Br1",0.00322,"Br1",1E-05,"O4",11.525,"O4",4753.545,"O4",259.379,"Br1",-374.431,"O4",259.31,"Br1",-374.568,"S3",46.997,"Br1",19.819
"DJ1434","HF","HYDROGEN FLUORIDE",20.006,292.67,461.15,64.85,69,0.2899,0.117,0.383,2.0456,198.5527782,"F1",-0.579,"H2",-241.483,"H2",46.29,"F1",0.13,"F1",0.24467,"H2",0.00046,"H2",26.951,"H2",286.903,"H2",2.909,"F1",-0.007,"H2",2.853,"F1",-0.568,"H2",6.395,"F1",0.031
"DJ1488","NO","NITRIC OXIDE",30.006,121.38,180.15,64.85,57.7,0.52,0.25,0.585,0.0796,312.938176,"O1",-20.338,"N2",-27.771,"N2",10.62,"O1",8.66,"O1",0.08086,"O1",0.00641,"N2",5.063,"N2",31.937,"N2",4.711,"O1",-15.801,"N2",4.553,"O1",-15.979,"N2",1.854,"O1",4.799
"DJ1500","N2O5","NITROGEN PENTOXIDE",108.01,320.15,515.51,64.33,182.6,0.5917,0.274,0.266,0.1309,774.2033212,"O4",-49.727,"N6",-55.889,"N7",13.89,"O1",13.39,"O1",0.06852,"O1",0.00436,"N6",12.507,"N7",61.404,"O4",2.833,"O4",-46.894,"O4",2.713,"O4",-47.014,"N6",22.536,"N6",1.43
"DJ1333","AsH3","ARSINE",77.945,210.67,373,64.13,132.5,0.5883,0.274,0.006,0.4678,571.4120497,"As1",-0.757,"H4",-6277.281,"H2",1346.84,"As1",0.01,"H2",0.00074,"As1",0,"H2",21.532,"H4",7630.031,"H2",130.379,"As1",0,"H2",130.322,"As1",0,"H2",0.105,"H2",1.484
"DJ1441","H2SO4","SULFURIC ACID",98.079,610,925,64,177,0.554,0.147,0.494,0.8972,715.4204679,"S1",-39.345,"H7",-874.454,"H6",134.1,"S1",11.88,"S1",0.06141,"S1",0.00409,"H6",42.418,"H6",1007.739,"O4",17.065,"S1",-35.987,"O4",16.899,"S1",-36.158,"H7",16.639,"H6",0.001
"DJ126","C2H6O","ETHANOL",46.069,351.44,516.25,63.84,166.9,0.276,0.248,0.637,1.8239,667.0025419,"O8",-20.006,"H9",-110.54,"H4",19.05,"O8",6.2,"O8",0.11965,"O8",0.01509,"H9",36.941,"H9",127.778,"C1",2.009,"O8",-18.092,"C1",1.881,"O8",-18.257,"H9",8.83,"O8",0.997
"DJ1560","SOCI2","THIONYL CHLORIDE",118.971,348.75,567,63.63,203,0.5861,0.274,0.231,0.3612,935.8322253,"Cl1",-170.168,"O4",-495.703,"O4",156.11,"Cl1",66.06,"Cl1",0.01303,"Cl1",0.00015,"O4",9.438,"O4",646.998,"O4",46.305,"Cl1",-141.045,"O4",46.216,"Cl1",-141.168,"O4",21.997,"O4",0.839
"DJ1371","cos","CARBONYL SULFIDE",60.076,223,378.8,63.49,135.1,0.4447,0.272,0.097,0.6489,568.1364372,"S1",-17.057,"C3",-308.479,"C3",94.09,"S1",7.12,"S1",0.09029,"S1",0.00888,"C3",10.044,"C3",397.744,"O2",31.78,"S1",-13.339,"O2",31.558,"S1",-13.606,"C3",12.829,"S1",0.397
"DJ45","COS","CARBONYL SULFIDE",60.076,223,378.8,63.49,135.1,0.4447,0.272,0.097,0.6489,568.1363625,"S3",-17.057,"C1",-308.479,"C1",94.09,"S3",7.12,"S3",0.09029,"S3",0.00888,"C1",10.044,"C1",397.744,"O2",31.78,"S3",-13.339,"O2",31.558,"S3",-13.606,"C1",12.829,"S3",0.397
"DJ145","C3H3NC","OXAZOLE",69.063,342.65,554,63.2,237,0.2914,0.325,0.233,1.6586,740.5528934,"O5",-27.198,"H8",-122.947,"H3",21.93,"O5",7.8,"O5",0.10533,"O5",0.01042,"H8",31.354,"H8",144.208,"N6",2.17,"O5",-25.231,"N6",2.043,"O5",-25.363,"C7",11.501,"C7",0.239
"DJ34","CH3NO2","NITROMETHANE",61.04,374.35,588.15,63.13,173.4,0.352,0.224,0.348,3.8618,627.8597441,"O6",-33.059,"H2",-151.55,"H2",27.97,"O6",9.88,"O6",0.08483,"O6",0.00659,"H3",29.136,"H2",178.954,"O6",2.742,"O6",-30.317,"O6",2.595,"O6",-30.464,"C1",8.103,"O6",0.26
"DJ1376","C2N2","CYANOGEN",52.035,252.15,399.9,63.03,144.5,0.3601,0.274,0.312,0,598.0221249,"N1",-25.237,"C3",-30.255,"C3",8.15,"N1",7.89,"C3",0.10853,"C3",0.01073,"C3",9.554,"C3",31.546,"N1",2.49,"N1",-22.748,"N1",2.311,"N1",-22.926,"C3",9.4,"C3",0.175
"DJ136","C2H8N2","ETHYLENEDIAMINE",60.099,390.41,593,62.9,264,0.2276,0.337,0.479,2.0601,864.1397293,"N1",-24.461,"H10",-90.37,"H5",15.51,"N1",6.67,"N1",0.12614,"N1",0.01461,"H10",35.625,"H10",104.703,"N1",1.483,"N1",-22.979,"N1",1.373,"N1",-23.088,"H10",7.06,"N1",0.198
"DJ1565","S2CI2","SULFUR MONOCHLORIDE",135.037,411.15,659.37,62.75,239.4,0.5641,0.274,0.272,1.1626,1057.062584,"Cl1",-201.637,"S4",-221.103,"S3",80.67,"Cl1",75.88,"Cl1",0.01162,"Cl1",0.00012,"S3",6.09,"S4",281.496,"S3",32.042,"Cl1",-169.86,"S3",31.87,"Cl1",-170.039,"S3",29.248,"S3",0.743
"DJ114","C2H5Br","BROMOETHANE",108.966,311.5,503.8,62.32,214.9,0.507,0.32,0.183,2.3097,834.724789,"Br1",-6.976,"H5",-7587.267,"H6",1362.03,"Br1",3.02,"Br1",0.13139,"Br1",0.02811,"H4",30.997,"H5",8949.54,"C2",192.895,"Br1",-5.183,"C2",192.779,"Br1",-5.451,"C3",16.251,"H6",0.651
"DJ245","C4H5N","PYRROLE",67.09,403,639.75,62.1,230,0.2917,0.269,0.288,1.9668,849.9884276,"N1",-23.068,"H6",-90.131,"H9",15.31,"N1",6.25,"N1",0.13532,"C2",0.01681,"H6",37.117,"H6",104.071,"N1",1.366,"N1",-21.702,"N1",1.268,"N1",-21.8,"H6",10.725,"C2",0.117
"DJ1479","NCI3","NITROGEN TRICHLORIDE",120.365,344.15,564,62.1,206.9,0.5818,0.274,0.199,0.5238,909.8472201,"Cl1",-181.233,"N4",-604.006,"N4",178.06,"Cl1",69.68,"Cl1",0.01242,"Cl1",0.00014,"N4",10.927,"N4",777.809,"N4",45.334,"Cl1",-150.999,"N4",45.219,"Cl1",-151.178,"N4",24.234,"N4",0.882
"DJ512","C6H8N2","o-PHENYLENEDIAMINE",108.143,525,781,61.8,315,0.3433,0.251,0.494,1.0319,1272.062889,"N1",-28.766,"H14",-99.353,"H9",15.74,"N1",6.87,"N1",0.1315,"C3",0.01622,"H14",42.246,"H14",113.814,"N1",1.024,"N1",-27.742,"N1",0.959,"N1",-27.807,"C3",16.739,"C3",0.755
"DJ278","C4H7NO","2-PYRROLIDONE",85.106,518.15,792,61.7,264,0.3224,0.247,0.434,4.4603,978.3349275,"O1",-27.942,"H13",-115.453,"H8",18.81,"O1",7.34,"O1",0.11438,"O1",0.01235,"H13",39.98,"H13",132.872,"N2",1.587,"O1",-26.475,"N2",1.489,"O1",-26.577,"C6",15.326,"C6",0.449
"DJ69","C2H2","ACETYLENE",26.038,189.15,308.32,61.39,113,0.2305,0.271,0.187,0,464.7371472,"C1",-14.409,"H3",-65.136,"H3",13.41,"C1",4.76,"C1",0.15161,"C1",0.02152,"H3",23.177,"H3",77.963,"C1",1.734,"C1",-12.675,"C1",1.54,"C1",-12.869,"H3",2.394,"C1",4.805
"DJ497","C6H6O","PHENOL",94.113,454.99,694.25,61.3,229,0.411,0.243,0.426,1.4412,1093.381038,"O1",-26.796,"H13",-114.158,"H8",17.96,"O1",6.83,"O1",0.12265,"O1",0.01443,"H13",45.206,"H13",130.168,"O1",1.253,"O1",-25.543,"O1",1.165,"O1",-25.631,"H13",21.405,"C2",0.262
"DJ1575","SeCI4","SELENIUM TETRACHLORIDE",220.771,464.65,743.95,61.05,277.6,0.7953,0.274,0.269,0,1369.374974,"Se1",-166.712,"Cl2",-1087.854,"Cl2",372.55,"Se1",69.84,"Se1",0.01138,"Se1",0.00012,"Cl2",7.858,"Cl2",1445.924,"Cl2",131.077,"Se1",-132.291,"Cl2",130.953,"Se1",-132.453,"Cl2",29.559,"Cl2",0.139
"DJ211","C3H8O2","1,2-PROPYLENE GLYCOL",76.095,460.75,626,61,239,0.3184,0.28,1.107,2.9178,935.4214991,"O2",-31.477,"H13",-132.239,"H9",21.22,"O1",8.54,"O2",0.09898,"O1",0.00923,"H13",43.108,"H13",151.417,"O2",1.86,"O2",-29.617,"O1",1.74,"O2",-29.737,"H13",16.479,"O1",0.32
"DJ190","C3H6S","THIACYCLOBUTANE",74.14,368.13,603,61,199.5,0.3716,0.228,0.195,2.1545,891.3024194,"S1",-13.622,"H8",-814.585,"H6",144.89,"S1",4.3,"S1",0.14174,"S1",0.02124,"H8",31.591,"H8",958.846,"C3",13.112,"S1",-12.217,"C3",13.018,"S1",-12.365,"C2",11.311,"S1",1.219
"DJ13","CHBr3","TRIBROMOMETHANE",252.731,422.35,696,60.9,286,0.8837,0.301,0.156,0.9704,1124.488208,"Br3",-779.658,"H2",-9208.805,"H2",1539.27,"Br3",350.89,"Br3",0.00246,"Br3",1E-05,"H2",35.715,"H2",10749.368,"C1",206.397,"Br3",-590.806,"C1",206.312,"Br3",-591.044,"Br3",35.098,"Br3",66.627
"DJ23","CH2CI2","DICHLOROMETHANE",84.932,312.9,510,60.8,185,0.4591,0.265,0.192,1.9236,771.0950112,"Cl4",-128.412,"H2",-1744.402,"H2",326.01,"Cl4",53.08,"Cl4",0.01545,"Cl4",0.00022,"H2",28.493,"H2",2070.54,"C1",39.048,"Cl4",-102.658,"C1",38.901,"Cl4",-102.923,"C1",21.486,"Cl4",13.293
"DJ1634","VCI4","VANADIUM TETRACHLORIDE",192.752,425,697,60.3,268,0.7192,0.279,0.186,0.0034,1287.738918,"V1",-227.724,"Cl2",-370.824,"Cl2",122.91,"V1",78.77,"V1",0.01091,"V1",0.00011,"Cl2",7.923,"Cl2",472.549,"Cl2",40.649,"V1",-199.325,"Cl2",40.534,"V1",-199.448,"Cl3",37.804,"Cl2",1.296
"DJ100","C2H4Br2","1,1-DIBROMOETHANE",187.862,381.15,628,60.3,276,0.6807,0.319,0.125,2.0965,1074.829233,"Br7",-531.76,"H6",-8656.912,"H4",1467.83,"Br7",241.47,"Br7",0.00348,"Br7",1E-05,"H6",34.795,"H6",10124.045,"C2",186.137,"Br7",-400.324,"C2",186.044,"Br7",-400.581,"C1",17.655,"Br7",19.873
"DJ1530","PSBr3","PHOSPHORUS THIOBROMIDE",302.752,448.15,729.89,60.19,302.5,1.0008,0.3,0.209,1.5555,1432.458275,"Br1",-794.442,"P5",-2457.387,"S4",735.05,"Br1",330.8,"Br1",0.00265,"Br1",1E-05,"P5",10.692,"P5",3179.789,"S4",219.466,"Br1",-633.584,"S4",219.34,"Br1",-633.77,"P5",65.283,"Br1",66.233
"DJ1400","CrO2CI2","CHROMIUM OXYCHLORIDE",154.9,390.25,626.33,59.99,237.8,0.6513,0.274,0.256,0.4754,976.4916037,"Cr1",-166.204,"O2",-880.512,"O2",244.14,"Cr1",60.58,"Cr1",0.0135,"Cr1",0.00018,"O2",12.48,"O2",1119.445,"O2",53.214,"Cr1",-142.111,"O2",53.121,"Cr1",-142.268,"O2",27.139,"Cr1",16.369
"DJ112","C2H4O2","METHYL FORMATE",60.053,304.9,487.2,59.98,172,0.3491,0.255,0.254,2.0158,676.274709,"O2",-30.611,"H4",-137.568,"H6",25.17,"O3",9.25,"O3",0.08943,"O3",0.00748,"H4",29.681,"H4",162.136,"O2",2.654,"O2",-27.957,"O2",2.488,"O2",-28.123,"C1",11.498,"O3",6.061
"DJ06","CCIN","CYANOGEN CHLORIDE",61.47,286,449,59.9,163,0.3771,0.262,0.32,0.6986,944.7594357,"Br1",-526.529,"C5",-4461.319,"C5",1068.81,"Br1",243.58,"Br1",0.00343,"Br1",1E-05,"C5",17.126,"C5",5530.891,"F3",228.013,"Br1",-390.992,"F3",227.882,"Br1",-391.253,"C5",27.375,"Br1",20.114
"DJ1368","CNCI","CYANOGEN CHLORIDE",61.47,286,449,59.9,163,0.3771,0.262,0.32,2.8888,575.5252272,"Cl1",-13.057,"C3",-368.327,"N2",109.58,"Cl1",5.38,"Cl1",0.10612,"Cl1",0.0117,"C3",10.616,"C3",472.652,"N2",40.27,"Cl1",-10.215,"N2",40.043,"Cl1",-10.505,"C3",15.501,"Cl1",1.539
"DJ138","C2N2","CYANOGEN",52.036,252,400.15,59.78,195,0.2669,0.35,0.279,0,598.0269479,"N1",-25.237,"C3",-30.255,"C3",8.15,"N1",7.89,"C3",0.10853,"C3",0.01073,"C3",9.554,"C3",31.546,"N1",2.49,"N1",-22.748,"N1",2.311,"N1",-22.926,"C3",9.4,"C3",0.175
"DJ187","C3H6O3","LACTIC ACID",90.079,447,616,59.65,216.9,0.4153,0.253,1.035,2.5258,47.89642895,"O3",-37.679,"H12",-158.655,"H8",25.13,"O1",10.1,"O2",0.08741,"C6",0.00715,"H12",44.77,"H12",181.386,"O3",2.123,"O3",-35.557,"O3",2.001,"O3",-35.678,"H12",22.943,"C6",0.871
"DJ236","C4H4O2","DIKETENE",84.075,399.2,616,59.6,234,0.3593,0.272,0.382,3.8949,896.9458088,"O2",-32.488,"H8",-134.123,"H10",23.2,"O1",8.83,"O1",0.09705,"O1",0.00879,"H8",33.28,"H9",156.704,"O2",1.952,"O2",-30.536,"O2",1.834,"O2",-30.654,"C5",16.966,"C5",0.653
"DJ262","C4H6O2","gamma-BUTYROLACTONE",86.09,477.15,739,59.4,265,0.3249,0.256,0.369,5.0351,928.8848527,"O2",-32.302,"H10",-127.177,"H7",21.79,"O1",8.6,"O1",0.09963,"O1",0.0093,"H10",33.917,"H10",148.34,"O2",1.799,"O2",-30.502,"O2",1.684,"O2",-30.617,"C6",16.498,"C6",0.562
"DJ1561","SOF2","SULFUROUS OXYFLUORIDE",86.062,228.9,371.25,59.28,142.7,0.6033,0.274,0.218,1.9923,555.4539849,"S1",-45.722,"O4",-223.798,"O4",74.73,"S1",16.5,"S1",0.04478,"S1",0.00212,"O4",8.194,"O4",292.809,"O4",25.19,"S1",-39.097,"O4",24.985,"S1",-39.331,"F2",7.912,"S1",0.224
"DJ212","C3H8O2","1,3-PROPYLENE GLYCOL",76.095,487.55,658,59.2,217,0.3507,0.235,1.152,2.497,943.5493639,"O1",-31.495,"H12",-131.7,"H6",21.22,"O1",8.54,"O2",0.09899,"O1",0.00924,"H12",42.541,"H13",150.959,"O1",1.858,"O1",-29.637,"O1",1.736,"O1",-29.759,"H12",15.546,"O1",0.317
"DJ116","C2H5CIO","2-CHLOROETHANOL",80.514,401.75,585,59.2,212,0.3798,0.258,0.637,3.2134,856.2820464,"Cl7",-18.101,"H9",-1052.417,"H3",172.91,"Cl7",6.19,"Cl7",0.10718,"Cl7",0.01264,"H9",40.607,"H9",1216.615,"O8",19.666,"Cl7",-15.743,"O8",19.512,"Cl7",-15.945,"H9",15.754,"C1",0.405
"DJ1330","AsCI3","ARSENIC TRICHLORIDE",181.28,403.55,654,59.12,252,0.7194,0.274,0.22,1.7573,1089.878666,"As1",-143.878,"Cl2",-995.768,"Cl2",368.3,"As1",65.53,"As1",0.01178,"As1",0.00013,"Cl2",6.648,"Cl2",1352.274,"Cl2",149.06,"As1",-107.89,"Cl2",148.858,"As1",-108.141,"Cl2",23.998,"As1",7.732
"DJ1350","B10H14","DECABORANE",122.221,486.15,791.78,59.02,334.6,0.3652,0.3,0.203,3.2038,63.82805652,"B5",-17.084,"H11",-42.686,"H11",7.24,"B5",3.09,"B5",0.29976,"B5",0.08345,"H12",34.341,"H11",49.434,"H16",0.279,"B5",-16.907,"H16",0.261,"B5",-16.933,"B5",27.657,"B5",2.103
"DJ1350","B10H14","DECABORANE",122.221,486.15,791.78,59.02,334.6,0.3652,0.3,0.203,3.2037,63.83073188,"B5",-17.084,"H11",-42.686,"H11",7.24,"B5",3.09,"B5",0.29976,"B5",0.08345,"H12",34.341,"H11",49.434,"H16",0.279,"B5",-16.907,"H16",0.261,"B5",-16.933,"B5",27.657,"B5",2.103
"DJ31","CH3F","METHYL FLUORIDE",34.033,194.82,317.7,58.77,113,0.3012,0.251,0.204,2.0858,411.8275459,"F1",-14.721,"H3",-157.97,"H3",32.56,"F1",5.79,"F1",0.11558,"F1",0.0158,"H3",23.306,"H3",190.037,"C2",4.418,"F1",-11.861,"C2",4.206,"F1",-12.16,"C2",2.143,"F1",2.382
"DJ231","C4H2","BUTADIYNE(BIACETYLENE,",50.06,283.46,478.02,58.63,183.5,0.2728,0.271,0.1,0,734.1826475,"C1",-21.439,"H5",-80.123,"H5",14.74,"C3",5.86,"C3",0.14618,"C3",0.01903,"H5",29.142,"H5",94.252,"C1",1.34,"C1",-20.098,"C1",1.225,"C1",-20.214,"C3",5.74,"C3",0.006
"DJ261","C4H6O2","2-BUTYNE-1,4-DIOL",86.09,511.15,695,58.6,256,0.3363,0.26,1.134,2.5303,1022.624277,"O1",-32.502,"H11",-137.397,"H8",21.93,"O2",8.66,"O2",0.099,"O2",0.00919,"H11",43.351,"H11",157.306,"O1",1.797,"O1",-30.705,"O1",1.685,"O1",-30.816,"H11",18.863,"C3",0.246
"DJ382","C5H8O","CYCLOPENTANONE",84.118,403.8,626,58.5,258,0.326,0.29,0.388,3.3639,1034.387806,"O1",-25.504,"H11",-101.339,"H7",17.2,"O1",6.61,"O1",0.12434,"O1",0.01502,"H11",34.512,"H11",117.922,"O1",1.277,"O1",-24.227,"O1",1.179,"O1",-24.325,"C6",11.4,"C6",0.163
"DJ24","CH2F2","DIFLUOROMETHANE",52.024,221.5,351.6,58.3,121,0.43,0.241,0.276,2.1425,445.2141711,"F4",-37.468,"H2",-215.255,"H2",42.19,"F4",13.21,"F4",0.06054,"F4",0.00345,"H2",25.817,"H2",256.934,"F4",5.142,"F4",-32.326,"F4",4.882,"F4",-32.586,"C1",8.279,"F4",7.82
"DJ189","C3H6O3","TRIOXANE",90.079,387.65,604,58.2,206,0.4373,0.239,0.334,2.2191,889.4055185,"O1",-37.655,"H8",-145.809,"H7",25,"O1",10.07,"O1",0.08758,"O1",0.00711,"H8",34.171,"H8",170.054,"O1",2.097,"O1",-35.558,"O1",1.975,"O1",-35.68,"C4",15.811,"C4",0.573
"DJ1524","PCI5","PHOSPHORUS PENTACHLORIDE",208.237,433,646.15,58.15,277.2,0.7513,0.3,0.531,0.002,1418.329155,"Cl3",-262.607,"P6",-301.066,"P6",89.57,"Cl3",85.51,"Cl3",0.01078,"Cl1",0.00011,"P6",9.58,"P6",367.543,"Cl1",27.417,"Cl3",-235.276,"Cl1",27.279,"Cl3",-235.414,"P6",66.802,"P6",6.078
"DJ84","C2H2O","KETENE",42.037,223.34,370,58.1,144,0.2919,0.272,0.126,1.6155,533.4535669,"O5",-19.915,"H3",-119.906,"H3",23.39,"O5",6.79,"O5",0.10856,"O5",0.01203,"H3",26.008,"H3",142.744,"C2",2.704,"O5",-17.394,"C2",2.567,"O5",-17.568,"C1",4.452,"O5",1.072
"DJ361","C6H6O3","(GLUTARIC ANHYDRIDE",114.101,562.69,838,58,275,0.4149,0.229,0.537,5.8727,1118.885776,"O1",-38.261,"H11",-143.222,"H9",23.59,"O1",9.59,"O1",0.09343,"C7",0.00818,"H11",36.778,"H11",166.156,"O2",1.673,"O2",-36.591,"O2",1.574,"O2",-36.691,"C7",24.672,"C7",1.372
"DJ111","C2H4Q2","ACETIC ACID",60.053,391.05,592.71,57.86,171,0.3512,0.201,0.462,1.8079,675.1794482,"O2",-30.614,"H8",-149.496,"H5",25.2,"O7",9.27,"O7",0.08929,"O7",0.00746,"H8",39.243,"H8",172.385,"O2",2.661,"O2",-27.952,"O2",2.499,"O2",-28.115,"H8",14.946,"O7",6.058
"DJ91","C2H3CIO2","CHLOROACETIC ACID",94.497,462.5,686,57.8,221,0.4276,0.224,0.551,3.0557,862.5628987,"Cl6",-25.939,"H8",-1018.311,"H4",162.72,"Cl6",8.79,"Cl6",0.08127,"Cl6",0.00704,"H8",42.576,"H8",1173.406,"O2",18.681,"Cl6",-22.722,"O2",18.527,"Cl6",-22.928,"C1",21.875,"Cl6",0.942
"DJ11","CF20","CARBONYL FLUORIDE",66.007,188.58,297,57.6,141,0.4681,0.329,0.283,1.0912,456.6569018,"F1",-43.51,"C4",-68.852,"C4",17.46,"F1",14.71,"F1",0.0569,"F1",0.00294,"C4",12.382,"C4",77.039,"O3",6.038,"F1",-38.243,"O3",5.792,"F1",-38.491,"C4",21.502,"C4",1.097
"DJ1364","CF2O","CARBONYL FLUORIDE",66.007,188.58,297,57.6,141,0.4681,0.329,0.283,1.0359,456.6416483,"F1",-43.51,"C4",-68.852,"C4",17.46,"F1",14.71,"F1",0.0569,"F1",0.00294,"C4",12.382,"C4",77.039,"O3",6.038,"F1",-38.243,"O3",5.792,"F1",-38.491,"C4",21.501,"C4",1.097
"DJ182","C3H6O","1,3-PROPYLENE OXIDE",58.08,321,520,57.5,188,0.3089,0.25,0.201,2.1311,742.4543795,"O1",-22.619,"H5",-102.494,"H5",18.63,"O1",6.52,"O1",0.11889,"O1",0.0142,"H7",30.033,"H5",120.544,"C2",1.71,"O1",-20.931,"C2",1.606,"O1",-21.064,"C3",5.383,"O1",0.547
"DJ89","C2H3CIO","ACETYL CHLORIDE",78.498,323.9,508,57.4,196,0.4005,0.266,0.334,3.0243,788.4457319,"Cl1",-18.169,"H7",-1023.061,"H5",185.74,"Cl1",6.46,"Cl1",0.10236,"Cl1",0.01137,"H5",30.205,"H7",1208.557,"O2",22.448,"Cl1",-15.528,"O2",22.282,"Cl1",-15.744,"C4",17.924,"C4",0.684
"DJ165","C3H5NO","ACRYLAMIDE",71.079,465.75,710,57.3,260,0.2734,0.252,0.196,3.8119,862.5144266,"O1",-27.085,"H8",-121.353,"H6",20.44,"O1",7.58,"O1",0.10857,"O1",0.01113,"H8",37.515,"H8",140.32,"N2",1.97,"O1",-25.282,"N2",1.854,"O1",-25.403,"C3",12.77,"C3",0.276
"DJ1360","BrF5","BROMINE PENTAFLUORIDE",174.896,313.55,470,57.16,187.3,0.9337,0.274,0.504,0.0047,770.043214,"Br1",-44.684,"F5",-2236.435,"F2",644.3,"Br1",17.77,"Br1",0.03429,"Br1",0.0014,"F3",11.65,"F2",2880.578,"F2",154.715,"Br1",-36.349,"F2",154.612,"Br1",-36.53,"F4",21.152,"Br1",1.442
"DJ1399","CrC6O6","CHROMIUM CARBONYL",220.059,424.15,690.8,56.96,302.5,0.7275,0.3,0.193,0.0002,1610.179787,"Cr1",-36.072,"C4",-776.256,"C2",160.32,"Cr1",9.56,"Cr1",0.07466,"Cr1",0.00538,"C2",22.958,"C4",929.965,"O3",20.283,"Cr1",-34.141,"O3",20.215,"Cr1",-34.238,"C10",31.42,"C2",1.067
